@relation numericData

@attribute Case_no numeric
@attribute checking_status_no_checking numeric
@attribute checking_status_more_200 numeric
@attribute checking_status_0_and_200 numeric
@attribute checking_status_less_0 numeric
@attribute credit_history_no_credits numeric
@attribute credit_history_existing_paid numeric
@attribute credit_history_delayed_previsoulsy numeric
@attribute credit_history_critical numeric
@attribute credit_history_all_paid numeric
@attribute purpose_retraining numeric
@attribute purpose_repairs numeric
@attribute purpose_radio_tv numeric
@attribute purpose_other numeric
@attribute purpose_furniture_equipment numeric
@attribute prupose_education numeric
@attribute purpose_business numeric
@attribute purpose_used_car numeric
@attribute purpose_new_car numeric
@attribute purpose_domestic_appliance numeric
@attribute credit_amount numeric
@attribute saving_<100 numeric
@attribute saving_no_saving numeric
@attribute saving_500<=X<1000 numeric
@attribute saving_100<=X<500 numeric
@attribute saving_>=1000 numeric
@attribute employment_<1 numeric
@attribute employment_unemployed numeric
@attribute employment_4<=X<7 numeric
@attribute employment_1<=X<4 numeric
@attribute employment>=7 numeric
@attribute male_mar/wid numeric
@attribute male_div/sep numeric
@attribute male_single numeric
@attribute female_div/dep/mar numeric
@attribute age numeric
@attribute unskilled_resident numeric
@attribute high_qualif/self_emp/mgmt numeric
@attribute skilled numeric
@attribute unemp_or_unskilled_non_res numeric
@attribute class_is_bad numeric
@attribute class_is_good numeric

@data
629,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4042,0,0,1,0,0,0,0,0,1,0,0,0,1,0,36,0,0,1,0,0,1
630,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3832,0,1,0,0,0,0,0,0,0,1,0,0,1,0,64,1,0,0,0,0,1
631,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3660,1,0,0,0,0,0,0,0,1,0,0,0,0,1,28,0,0,1,0,0,1
632,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1553,1,0,0,0,0,0,0,0,1,0,0,0,1,0,44,0,0,1,0,1,0
633,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1444,0,1,0,0,0,1,0,0,0,0,0,0,1,0,23,0,0,1,0,0,1
634,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1980,1,0,0,0,0,1,0,0,0,0,0,0,0,1,19,0,0,1,0,1,0
635,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1355,1,0,0,0,0,1,0,0,0,0,0,0,0,1,25,1,0,0,0,1,0
636,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1393,1,0,0,0,0,0,0,0,0,1,0,0,1,0,47,0,0,1,0,0,1
637,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1376,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28,0,0,1,0,0,1
638,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15653,1,0,0,0,0,0,0,1,0,0,0,0,1,0,21,0,0,1,0,0,1
639,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1493,1,0,0,0,0,1,0,0,0,0,0,0,0,1,34,0,0,1,0,0,1
640,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4370,1,0,0,0,0,0,0,1,0,0,0,0,1,0,26,0,0,1,0,1,0
641,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,750,1,0,0,0,0,0,1,0,0,0,0,0,0,1,27,0,0,0,1,1,0
642,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1308,1,0,0,0,0,0,0,0,0,1,0,0,1,0,38,1,0,0,0,0,1
643,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4623,0,0,0,1,0,0,0,0,1,0,0,0,1,0,40,0,1,0,0,1,0
644,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1851,1,0,0,0,0,0,0,1,0,0,1,0,0,0,33,0,0,1,0,0,1
645,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1880,1,0,0,0,0,0,0,1,0,0,1,0,0,0,32,0,1,0,0,0,1
646,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7980,0,1,0,0,0,1,0,0,0,0,0,0,1,0,27,0,0,1,0,1,0
647,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4583,1,0,0,0,0,0,0,0,1,0,0,1,0,0,32,0,0,1,0,0,1
649,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,947,1,0,0,0,0,0,0,1,0,0,0,0,1,0,38,0,0,1,0,1,0
650,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,684,1,0,0,0,0,0,0,0,1,0,0,0,1,0,40,1,0,0,0,1,0
651,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7476,1,0,0,0,0,0,0,1,0,0,0,0,1,0,50,0,1,0,0,0,1
652,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1922,1,0,0,0,0,0,0,0,1,0,0,0,1,0,37,1,0,0,0,1,0
653,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2303,1,0,0,0,0,0,0,0,0,1,0,0,1,0,45,0,0,1,0,1,0
654,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8086,0,0,0,1,0,0,0,0,0,1,0,0,1,0,42,0,1,0,0,1,0
655,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2346,1,0,0,0,0,0,0,1,0,0,0,0,1,0,35,0,0,1,0,0,1
656,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3973,1,0,0,0,0,0,1,0,0,0,0,0,1,0,22,0,0,1,0,0,1
657,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,888,1,0,0,0,0,0,0,0,0,1,0,0,1,0,41,1,0,0,0,1,0
658,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10222,0,1,0,0,0,0,0,1,0,0,0,0,1,0,37,0,0,1,0,0,1
659,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4221,1,0,0,0,0,0,0,0,1,0,0,0,0,1,28,0,0,1,0,0,1
661,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1297,1,0,0,0,0,0,0,0,1,0,1,0,0,0,23,0,0,1,0,0,1
662,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,900,0,1,0,0,0,0,0,0,1,0,1,0,0,0,23,0,0,1,0,1,0
663,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2241,1,0,0,0,0,0,0,0,0,1,0,0,1,0,50,0,0,1,0,0,1
664,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1050,1,0,0,0,0,0,1,0,0,0,0,0,1,0,35,0,1,0,0,0,1
665,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1047,1,0,0,0,0,0,0,0,1,0,0,0,0,1,50,1,0,0,0,0,1
666,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6314,1,0,0,0,0,0,1,0,0,0,0,0,1,0,27,0,1,0,0,0,1
667,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3496,0,0,0,0,1,0,0,0,1,0,0,0,1,0,34,0,0,1,0,0,1
668,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3609,1,0,0,0,0,0,0,0,1,0,0,0,0,1,27,0,0,1,0,0,1
669,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4843,1,0,0,0,0,0,0,0,0,1,0,0,1,0,43,0,0,1,0,1,0
670,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3017,1,0,0,0,0,0,0,0,0,1,0,0,1,0,47,0,0,1,0,0,1
671,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4139,0,0,0,1,0,0,0,0,1,0,0,0,1,0,27,1,0,0,0,0,1
672,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5742,0,0,0,1,0,0,0,1,0,0,0,0,1,0,31,0,0,1,0,0,1
673,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10366,1,0,0,0,0,0,0,0,0,1,0,0,1,0,42,0,1,0,0,0,1
674,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2080,0,0,1,0,0,0,0,0,1,0,1,0,0,0,24,0,0,1,0,0,1
675,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2580,0,0,1,0,0,1,0,0,0,0,0,0,1,0,41,1,0,0,0,1,0
676,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4530,1,0,0,0,0,0,0,1,0,0,0,0,0,1,26,0,1,0,0,0,1
677,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5150,1,0,0,0,0,0,0,0,0,1,0,0,1,0,33,0,0,1,0,0,1
678,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5595,0,0,0,1,0,0,0,0,1,0,1,0,0,0,24,0,0,1,0,1,0
679,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2384,1,0,0,0,0,0,0,0,0,1,0,0,1,0,64,1,0,0,0,0,1
680,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1453,1,0,0,0,0,1,0,0,0,0,0,0,0,1,26,0,0,1,0,0,1
681,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1538,1,0,0,0,0,1,0,0,0,0,0,0,0,1,56,0,0,1,0,0,1
682,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2279,0,1,0,0,0,0,0,0,1,0,0,0,1,0,37,0,0,1,0,0,1
683,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1478,1,0,0,0,0,0,0,0,1,0,1,0,0,0,33,0,0,1,0,0,1
684,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5103,1,0,0,0,0,1,0,0,0,0,1,0,0,0,47,0,0,1,0,0,1
685,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9857,0,0,0,1,0,0,0,1,0,0,0,0,1,0,31,1,0,0,0,0,1
686,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6527,0,1,0,0,0,0,0,0,1,0,0,0,1,0,34,0,0,1,0,0,1
687,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1347,0,1,0,0,0,0,0,1,0,0,0,0,1,0,27,0,0,1,0,0,1
688,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2862,0,0,0,1,0,0,0,0,0,1,0,0,1,0,30,0,0,1,0,0,1
689,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2753,0,0,0,1,0,0,0,0,0,1,0,0,1,0,35,0,0,1,0,0,1
690,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3651,0,0,0,0,1,0,0,0,1,0,0,0,1,0,31,0,0,1,0,0,1
691,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,975,1,0,0,0,0,0,0,0,1,0,0,1,0,0,25,0,0,1,0,0,1
692,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2631,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,1,0,0,0,0,1
693,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2896,0,0,0,1,0,1,0,0,0,0,0,0,1,0,29,0,0,1,0,0,1
694,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4716,0,1,0,0,0,1,0,0,0,0,0,0,1,0,44,1,0,0,0,0,1
695,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2284,1,0,0,0,0,0,0,1,0,0,0,0,1,0,28,0,0,1,0,0,1
696,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1236,0,0,1,0,0,0,0,0,1,0,0,0,1,0,50,0,0,1,0,0,1
697,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1103,1,0,0,0,0,0,0,1,0,0,0,0,1,0,29,0,0,1,0,0,1
698,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,926,1,0,0,0,0,0,1,0,0,0,0,0,0,1,38,0,0,0,1,0,1
699,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1800,1,0,0,0,0,0,0,0,1,0,0,0,1,0,24,0,0,1,0,0,1
700,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1905,1,0,0,0,0,0,0,0,0,1,0,0,1,0,40,0,1,0,0,0,1
701,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1123,0,0,1,0,0,0,0,0,1,0,0,0,0,1,29,1,0,0,0,1,0
702,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6331,1,0,0,0,0,0,0,0,0,1,0,0,1,0,46,0,0,1,0,1,0
703,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1377,0,0,0,1,0,0,0,0,0,1,0,0,0,1,47,0,0,1,0,0,1
704,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2503,0,0,0,1,0,0,0,0,0,1,0,0,1,0,41,0,0,1,0,0,1
705,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2528,1,0,0,0,0,1,0,0,0,0,0,0,0,1,32,0,0,1,0,0,1
706,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5324,0,0,1,0,0,0,0,0,0,1,0,0,0,1,35,0,0,1,0,0,1
707,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6560,0,0,0,1,0,0,0,1,0,0,0,0,1,0,24,0,0,1,0,1,0
708,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2969,1,0,0,0,0,1,0,0,0,0,0,0,0,1,25,0,0,1,0,1,0
709,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1206,1,0,0,0,0,0,0,0,0,1,0,0,0,1,25,0,0,1,0,0,1
710,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2118,1,0,0,0,0,0,0,0,1,0,0,0,1,0,37,1,0,0,0,0,1
711,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,629,0,0,1,0,0,0,0,0,0,1,0,0,1,0,32,0,1,0,0,0,1
712,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1198,1,0,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0,1,0,1,0
713,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2476,0,1,0,0,0,0,0,0,0,1,0,0,1,0,46,0,1,0,0,0,1
714,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1138,1,0,0,0,0,0,0,0,1,0,0,0,1,0,25,1,0,0,0,0,1
715,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14027,1,0,0,0,0,0,0,1,0,0,0,0,1,0,27,0,1,0,0,1,0
716,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7596,0,1,0,0,0,0,0,0,0,1,0,0,1,0,63,0,0,1,0,0,1
717,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3077,0,1,0,0,0,0,0,0,0,1,0,0,1,0,40,0,0,1,0,0,1
718,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1505,1,0,0,0,0,0,0,0,1,0,0,0,1,0,32,0,1,0,0,0,1
719,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3148,0,1,0,0,0,0,0,0,1,0,0,0,1,0,31,0,0,1,0,0,1
720,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6148,0,0,0,1,0,0,0,0,0,1,1,0,0,0,31,0,0,1,0,0,1
721,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1337,1,0,0,0,0,1,0,0,0,0,0,0,1,0,34,0,1,0,0,1,0
722,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,433,0,0,0,0,1,1,0,0,0,0,0,0,0,1,24,0,0,1,0,1,0
723,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1228,1,0,0,0,0,0,0,0,1,0,0,0,0,1,24,1,0,0,0,1,0
724,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,790,0,0,1,0,0,0,0,0,1,0,0,0,0,1,66,1,0,0,0,0,1
725,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2570,1,0,0,0,0,0,0,0,1,0,0,0,0,1,21,0,0,1,0,1,0
726,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,250,0,0,0,0,1,0,0,0,1,0,0,0,0,1,41,1,0,0,0,0,1
727,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1316,0,0,1,0,0,0,0,0,1,0,1,0,0,0,47,1,0,0,0,0,1
728,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1882,1,0,0,0,0,0,0,0,1,0,0,0,0,1,25,0,0,1,0,1,0
729,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6416,1,0,0,0,0,0,0,0,0,1,0,0,0,1,59,0,0,1,0,1,0
730,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1275,0,0,0,0,1,0,0,0,1,0,0,1,0,0,36,0,0,1,0,0,1
731,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6403,1,0,0,0,0,1,0,0,0,0,0,0,1,0,33,0,0,1,0,0,1
732,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1987,1,0,0,0,0,0,0,0,1,0,0,0,1,0,21,1,0,0,0,1,0
733,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,760,1,0,0,0,0,0,0,1,0,0,0,0,0,1,44,1,0,0,0,0,1
734,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2603,0,0,0,0,1,0,0,0,1,0,0,0,0,1,28,0,0,1,0,0,1
735,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3380,1,0,0,0,0,0,0,1,0,0,0,0,0,1,37,0,0,1,0,0,1
736,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3990,0,1,0,0,0,1,0,0,0,0,0,0,0,1,29,0,0,0,1,0,1
737,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11560,1,0,0,0,0,0,0,0,1,0,0,0,0,1,23,0,1,0,0,1,0
738,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4380,0,0,0,1,0,0,0,0,1,0,0,0,1,0,35,1,0,0,0,0,1
739,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6761,1,0,0,0,0,0,0,1,0,0,0,0,1,0,45,0,1,0,0,0,1
740,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4280,0,0,0,1,0,0,0,0,1,0,0,0,0,1,26,1,0,0,0,1,0
741,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2325,0,0,0,1,0,0,0,1,0,0,0,0,1,0,32,0,0,1,0,0,1
742,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1048,1,0,0,0,0,0,0,0,1,0,0,0,1,0,23,1,0,0,0,0,1
743,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3160,0,1,0,0,0,0,0,0,0,1,0,0,1,0,41,0,0,1,0,0,1
744,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2483,0,0,1,0,0,0,0,0,1,0,0,0,1,0,22,0,0,1,0,0,1
745,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,14179,0,1,0,0,0,0,0,1,0,0,0,0,1,0,30,0,1,0,0,0,1
746,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1797,1,0,0,0,0,1,0,0,0,0,0,0,1,0,28,1,0,0,0,0,1
747,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2511,1,0,0,0,0,0,1,0,0,0,0,0,0,1,23,0,0,1,0,0,1
748,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1274,1,0,0,0,0,1,0,0,0,0,0,0,0,1,37,1,0,0,0,1,0
749,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5248,0,1,0,0,0,0,0,0,1,0,0,0,1,0,26,0,0,1,0,0,1
750,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3029,1,0,0,0,0,0,0,1,0,0,0,0,1,0,33,0,0,1,0,0,1
751,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,428,1,0,0,0,0,0,0,0,0,1,0,0,0,1,49,0,0,1,0,0,1
752,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,976,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23,1,0,0,0,1,0
753,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,841,0,0,0,1,0,0,0,1,0,0,0,0,0,1,23,1,0,0,0,0,1
754,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5771,1,0,0,0,0,0,0,1,0,0,0,0,0,1,25,0,0,1,0,0,1
755,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1555,0,0,0,0,1,0,0,0,0,1,0,0,1,0,55,0,0,1,0,1,0
756,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1285,0,1,0,0,0,0,0,1,0,0,0,0,0,1,32,0,0,1,0,1,0
757,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1299,1,0,0,0,0,0,0,0,1,0,0,0,1,0,74,0,0,0,1,0,1
758,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1271,0,1,0,0,0,0,0,0,1,0,0,0,1,0,39,0,0,1,0,1,0
759,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1393,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0,0,1,0,0,1
760,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,691,1,0,0,0,0,0,0,0,0,1,0,0,1,0,35,0,0,1,0,1,0
761,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5045,0,1,0,0,0,0,0,0,0,1,0,0,0,1,59,0,0,1,0,0,1
762,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2124,1,0,0,0,0,0,0,0,1,0,0,0,0,1,24,0,0,1,0,1,0
763,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2214,1,0,0,0,0,0,0,0,1,0,0,0,1,0,24,1,0,0,0,0,1
764,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12680,0,1,0,0,0,0,0,0,0,1,0,0,1,0,30,0,1,0,0,1,0
765,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2463,0,0,0,1,0,0,0,1,0,0,1,0,0,0,27,0,0,1,0,0,1
766,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1155,1,0,0,0,0,0,0,0,0,1,1,0,0,0,40,1,0,0,0,0,1
767,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3108,1,0,0,0,0,1,0,0,0,0,0,1,0,0,31,1,0,0,0,1,0
768,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2901,0,1,0,0,0,1,0,0,0,0,0,0,0,1,31,0,0,1,0,0,1
769,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3617,1,0,0,0,0,0,0,0,0,1,0,0,1,0,28,0,0,1,0,0,1
770,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1655,1,0,0,0,0,0,0,0,0,1,0,0,1,0,63,1,0,0,0,0,1
771,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2812,0,1,0,0,0,0,0,0,0,1,0,0,0,1,26,0,0,1,0,0,1
772,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8065,1,0,0,0,0,0,0,0,1,0,0,0,0,1,25,0,1,0,0,1,0
773,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3275,1,0,0,0,0,0,0,0,0,1,0,0,1,0,36,0,1,0,0,0,1
774,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2223,0,0,0,1,0,0,0,0,0,1,0,0,1,0,52,0,0,1,0,0,1
775,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1480,0,0,1,0,0,0,1,0,0,0,0,0,1,0,66,0,0,0,1,0,1
776,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1371,0,1,0,0,0,0,0,0,1,0,0,0,0,1,25,0,0,1,0,1,0
777,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3535,1,0,0,0,0,0,0,1,0,0,0,0,1,0,37,0,0,1,0,0,1
778,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3509,1,0,0,0,0,0,0,1,0,0,0,0,0,1,25,0,0,1,0,0,1
779,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5711,0,0,0,0,1,0,0,0,0,1,0,0,1,0,38,0,1,0,0,0,1
780,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3872,1,0,0,0,0,0,1,0,0,0,0,0,0,1,67,0,0,1,0,0,1
781,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4933,1,0,0,0,0,0,0,1,0,0,0,0,1,0,25,0,0,1,0,1,0
782,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1940,0,0,0,0,1,0,0,0,0,1,0,0,1,0,60,0,0,1,0,0,1
783,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1410,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,1,0,0,0,0,1
784,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,836,0,0,0,1,0,1,0,0,0,0,0,0,0,1,23,1,0,0,0,1,0
785,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6468,0,1,0,0,0,0,1,0,0,0,0,1,0,0,60,0,1,0,0,0,1
786,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1941,0,0,0,0,1,0,0,0,1,0,0,0,1,0,35,1,0,0,0,0,1
